0,0
0.0093998,0
0.0188,3.2863e-122
0.028199,6.5616e-54
0.037599,3.6924e-30
0.046999,2.918e-19
0.056399,2.0911e-13
0.065798,6.3724e-10
0.075198,1.072e-07
0.084598,3.3775e-06
0.093998,3.7849e-05
0.1034,0.00021684
0.1128,0.00078934
0.1222,0.002093
0.1316,0.0044199
0.141,0.0078952
0.1504,0.012439
0.1598,0.017806
0.1692,0.023666
0.1786,0.029672
0.188,0.035518
0.1974,0.040964
0.20679,0.045844
0.21619,0.050058
0.22559,0.053565
0.23499,0.056364
0.24439,0.058486
0.25379,0.059983
0.26319,0.060915
0.27259,0.061348
0.28199,0.061349
0.29139,0.060983
0.30079,0.060309
0.31019,0.05938
0.31959,0.058246
0.32899,0.05695
0.33839,0.055528
0.34779,0.054012
0.35719,0.05243
0.36659,0.050804
0.37599,0.049154
0.38539,0.047495
0.39479,0.045842
0.40419,0.044204
0.41359,0.04259
0.42299,0.041008
0.43239,0.039461
0.44179,0.037956
0.45119,0.036493
0.46059,0.035077
0.46999,0.033707
0.47939,0.032385
0.48879,0.03111
0.49819,0.029884
0.50759,0.028705
0.51699,0.027572
0.52639,0.026485
0.53579,0.025442
0.54519,0.024443
0.55459,0.023485
0.56399,0.022568
0.57339,0.02169
0.58279,0.02085
0.59219,0.020046
