0,0
2.5484e-006,0
1.0194e-005,0
2.2936e-005,0
4.0775e-005,0
6.371e-005,0
9.1743e-005,0
0.00012487,0
0.0001631,0
0.00020642,0
0.00025484,0
0.00030836,0
0.00036697,0
0.00043068,0
0.00049949,0
0.00057339,0
0.0006524,0
0.00073649,0
0.00082569,0
0.00091998,0
0.0010194,0
0.0011239,0
0.0012334,0
0.0013481,0
0.0014679,0
0.0015928,0
0.0017227,0
0.0018578,0
0.001998,0
0.0021432,0
0.0022936,0
0.002449,0
0.0026096,0
0.0027752,0
0.002946,0
0.0031218,0
0.0033028,0
0.0034888,0
0.0036799,0
0.0038761,0
0.0040775,0
0.0042839,0
0.0044954,0
0.004712,0
0.0049337,0
0.0051606,0
0.0053925,0
0.0056295,0
0.0058716,0
0.0061188,0
0.006371,0
0.0066284,0
0.0068909,0
0.0071585,0
0.0074312,0
0.007709,0
0.0079918,0
0.0082798,0
0.0085729,0
0.008871,0
0.0091743,0
0.0094827,0
0.0097961,0
0.010115,0
0.010438,0
0.010767,0
0.011101,0
0.01144,7.9166e-311
0.011784,8.1897e-293
0.012133,4.4523e-276
0.012487,1.6287e-260
0.012847,5.0123e-246
0.013211,1.5883e-232
0.013581,6.2234e-220
0.013955,3.5603e-208
0.014335,3.4581e-197
0.01472,6.5422e-187
0.01511,2.7318e-177
0.015505,2.8219e-168
0.015905,8.0026e-160
0.01631,6.8525e-152
0.01672,1.933e-144
0.017136,1.9456e-137
0.017556,7.5176e-131
0.017982,1.1927e-124
0.018412,8.2639e-119
0.018848,2.6471e-113
0.019289,4.1304e-108
0.019735,3.2947e-103
0.020186,1.4046e-098
0.020642,3.3348e-094
0.021103,4.58e-090
0.02157,3.7688e-086
0.022041,1.9196e-082
0.022518,6.2374e-079
0.022999,1.3296e-075
0.023486,1.9082e-072
0.023978,1.8889e-069
0.024475,1.3189e-066
0.024977,6.6324e-064
0.025484,2.4493e-061
0.025996,6.7637e-059
0.026514,1.4204e-056
0.027036,2.3044e-054
0.027564,2.9311e-052
0.028096,2.9632e-050
0.028634,2.4118e-048
0.029177,1.5995e-046
0.029725,8.741e-045
0.030278,3.9779e-043
0.030836,1.5225e-041
0.031399,4.946e-040
0.031967,1.3758e-038
0.032541,3.3034e-037
0.033119,6.8998e-036
0.033703,1.2626e-034
0.034292,2.0381e-033
0.034885,2.9206e-032
0.035484,3.7376e-031
0.036088,4.2957e-030
0.036697,4.4579e-029
0.037311,4.1981e-028
0.037931,3.6045e-027
0.038555,2.8343e-026
0.039185,2.0498e-025
0.039819,1.3688e-024
0.040459,8.4719e-024
0.041103,4.8773e-023
0.041753,2.6206e-022
0.042408,1.3183e-021
0.043068,6.2279e-021
0.043733,2.7709e-020
0.044404,1.1642e-019
0.045079,4.6309e-019
0.045759,1.7483e-018
0.046445,6.2784e-018
0.047136,2.1495e-017
0.047831,7.0304e-017
0.048532,2.2011e-016
0.049238,6.6086e-016
0.049949,1.9063e-015
0.050665,5.2917e-015
0.051386,1.4159e-014
0.052113,3.6576e-014
0.052844,9.1345e-014
0.053581,2.2086e-013
0.054322,5.1768e-013
0.055069,1.1778e-012
0.055821,2.6041e-012
0.056577,5.602e-012
0.057339,1.1738e-011
0.058107,2.3979e-011
0.058879,4.7811e-011
0.059656,9.3129e-011
0.060438,1.7737e-010
0.061226,3.3062e-010
0.062018,6.036e-010
0.062816,1.0802e-009
0.063619,1.8964e-009
0.064427,3.2682e-009
0.06524,5.5333e-009
0.066058,9.209e-009
0.066881,1.5076e-008
0.067709,2.4292e-008
0.068542,3.8547e-008
0.069381,6.0271e-008
0.070224,9.291e-008
