-50,-0.22988,0.43781
-49.805,-0.22174,0.48186
-49.609,-0.20096,0.50145
-49.414,-0.17509,0.50808
-49.219,-0.15431,0.50241
-49.023,-0.14297,0.49478
-48.828,-0.13017,0.47254
-48.633,-0.12911,0.45956
-48.438,-0.11785,0.45632
-48.242,-0.095193,0.43505
-48.047,-0.083363,0.39771
-47.852,-0.099365,0.3554
-47.656,-0.12859,0.3488
-47.461,-0.13146,0.36184
-47.266,-0.12527,0.35409
-47.07,-0.13095,0.33108
-46.875,-0.14276,0.3246
-46.68,-0.15326,0.30688
-46.484,-0.18861,0.30178
-46.289,-0.21782,0.35114
-46.094,-0.18594,0.40849
-45.898,-0.1388,0.38358
-45.703,-0.15721,0.36499
-45.508,-0.14483,0.38694
-45.313,-0.13822,0.37486
-45.117,-0.143,0.39678
-44.922,-0.11547,0.40991
-44.727,-0.11685,0.41007
-44.531,-0.11101,0.45367
-44.336,-0.060354,0.47659
-44.141,-0.014926,0.46021
-43.945,0.019475,0.43
-43.75,0.017545,0.39548
-43.555,0.012791,0.4127
-43.359,0.049278,0.42864
-43.164,0.097542,0.40969
-42.969,0.12762,0.35814
-42.773,0.13383,0.31627
-42.578,0.14506,0.2707
-42.383,0.13984,0.21162
-42.188,0.11266,0.15085
-41.992,0.050463,0.12382
-41.797,0.012346,0.14561
-41.602,0.0029371,0.1666
-41.406,-0.0020532,0.18874
-41.211,0.025572,0.20506
-41.016,0.044789,0.17478
-40.82,0.035927,0.16637
-40.625,0.044198,0.16092
-40.43,0.046298,0.15691
-40.234,0.071248,0.14236
-40.039,0.068945,0.10803
-39.844,0.075275,0.099226
-39.648,0.088462,0.066338
-39.453,0.088763,0.028841
-39.258,0.060739,-0.014855
-39.063,0.02316,-0.0070473
-38.867,0.02433,0.001782
-38.672,0.0090218,-0.014412
-38.477,-0.0053199,-0.0046886
-38.281,-0.0019133,-0.020597
-38.086,-0.03334,-0.03669
-37.891,-0.048648,-0.021305
-37.695,-0.062463,-0.022885
-37.5,-0.080906,-0.0030934
-37.305,-0.079198,0.024934
-37.109,-0.050979,0.047556
-36.914,-0.025947,0.011153
-36.719,-0.057859,-0.005326
-36.523,-0.052576,0.015521
-36.328,-0.051872,-0.0037295
-36.133,-0.059852,0.0075572
-35.938,-0.03989,-0.0044021
-35.742,-0.055965,-0.022713
-35.547,-0.06938,-0.012081
-35.352,-0.076831,-0.005903
-35.156,-0.07715,-0.0010667
-34.961,-0.079944,-0.0040279
-34.766,-0.10209,0.0031847
-34.57,-0.12466,0.049207
-34.375,-0.093063,0.090032
-34.18,-0.069541,0.067467
-33.984,-0.070249,0.062649
-33.789,-0.052542,0.061411
-33.594,-0.051527,0.036901
-33.398,-0.074097,0.035798
-33.203,-0.071539,0.054457
-33.008,-0.073333,0.056261
-32.813,-0.080359,0.07501
-32.617,-0.073889,0.097617
-32.422,-0.045468,0.12134
-32.227,0.004318,0.095763
-32.031,0.003943,0.027987
-31.836,-0.045276,0.013787
-31.641,-0.055942,0.033431
-31.445,-0.069345,0.031632
-31.25,-0.086845,0.054335
-31.055,-0.085396,0.064029
-30.859,-0.093712,0.07171
-30.664,-0.098976,0.092921
-30.469,-0.090973,0.11819
-30.273,-0.07927,0.12948
-30.078,-0.067719,0.12993
-29.883,-0.07262,0.12313
-29.688,-0.084385,0.14523
-29.492,-0.063298,0.16453
-29.297,-0.060328,0.14919
-29.102,-0.072805,0.16336
-28.906,-0.065903,0.17661
-28.711,-0.074673,0.20333
-28.516,-0.057382,0.24158
-28.32,-0.046805,0.25946
-28.125,-0.042831,0.28847
-27.93,-0.034217,0.33321
-27.734,0.014022,0.37294
-27.539,0.050681,0.36984
-27.344,0.076522,0.36945
-27.148,0.097172,0.35659
-26.953,0.11929,0.35822
-26.758,0.1422,0.34937
-26.563,0.16109,0.35742
-26.367,0.19598,0.35702
-26.172,0.23189,0.35035
-25.977,0.27022,0.32714
-25.781,0.28746,0.28747
-25.586,0.27871,0.26405
-25.391,0.28128,0.26202
-25.195,0.28201,0.2462
-25,0.2741,0.23702
-24.805,0.26682,0.24297
-24.609,0.28113,0.25578
-24.414,0.28503,0.2578
-24.219,0.30959,0.26285
-24.023,0.31697,0.22818
-23.828,0.3269,0.23816
-23.633,0.35078,0.21654
-23.438,0.34735,0.22364
-23.242,0.38163,0.22236
-23.047,0.39367,0.20316
-22.852,0.42195,0.19743
-22.656,0.45675,0.16429
-22.461,0.47309,0.11685
-22.266,0.4845,0.067986
-22.07,0.47171,0.0048665
-21.875,0.45622,-0.030439
-21.68,0.43536,-0.081106
-21.484,0.39519,-0.073234
-21.289,0.42433,-0.080131
-21.094,0.41203,-0.13326
-20.898,0.39946,-0.13927
-20.703,0.40873,-0.17431
-20.508,0.39315,-0.21962
-20.313,0.36981,-0.26229
-20.117,0.33016,-0.29352
-19.922,0.29735,-0.30476
-19.727,0.25516,-0.31028
-19.531,0.23897,-0.2969
-19.336,0.22007,-0.32352
-19.141,0.18772,-0.31344
-18.945,0.18067,-0.32972
-18.75,0.13312,-0.33262
-18.555,0.11248,-0.30092
-18.359,0.095564,-0.278
-18.164,0.086824,-0.24543
-17.969,0.10162,-0.22896
-17.773,0.10456,-0.24691
-17.578,0.084708,-0.24377
-17.383,0.078109,-0.22464
-17.188,0.074303,-0.2071
-16.992,0.063446,-0.19199
-16.797,0.052565,-0.16542
-16.602,0.030898,-0.15338
-16.406,0.0085583,-0.0853
-16.211,0.047223,-0.031813
-16.016,0.082387,-0.014987
-15.82,0.1077,-0.026852
-15.625,0.083379,-0.011771
-15.43,0.11014,0.041788
-15.234,0.14365,0.049578
-15.039,0.16864,0.068788
-14.844,0.21192,0.078408
-14.648,0.25438,0.071922
-14.453,0.28613,0.044201
-14.258,0.29881,0.0086704
-14.063,0.30083,-0.0094733
-13.867,0.29671,-0.023382
-13.672,0.29894,-0.017271
-13.477,0.30366,-0.036949
-13.281,0.28501,-0.024872
-13.086,0.31058,-0.014191
-12.891,0.31133,-0.026353
-12.695,0.31704,-0.01682
-12.5,0.32003,-0.0052803
-12.305,0.35176,0.0068735
-12.109,0.36617,-0.0028763
-11.914,0.38579,0.0079862
-11.719,0.41473,-0.0038449
-11.523,0.45737,-0.022022
-11.328,0.48349,-0.066366
-11.133,0.48678,-0.10447
-10.938,0.48092,-0.11962
-10.742,0.50206,-0.13489
-10.547,0.49906,-0.16639
-10.352,0.50671,-0.16966
-10.156,0.50665,-0.19627
-9.9609,0.50941,-0.20691
-9.7656,0.50139,-0.2367
-9.5703,0.49792,-0.24968
-9.375,0.48249,-0.30127
-9.1797,0.4223,-0.28399
-8.9844,0.41673,-0.24742
-8.7891,0.4251,-0.21454
-8.5938,0.46105,-0.21372
-8.3984,0.45197,-0.22384
-8.2031,0.47086,-0.209
-8.0078,0.4882,-0.2318
-7.8125,0.4991,-0.24373
-7.6172,0.5065,-0.2872
-7.4219,0.47354,-0.29517
-7.2266,0.49018,-0.26883
-7.0313,0.5085,-0.29106
-6.8359,0.49953,-0.30695
-6.6406,0.49321,-0.30072
-6.4453,0.50744,-0.30282
-6.25,0.49793,-0.33452
-6.0547,0.47467,-0.32418
-5.8594,0.47205,-0.30423
-5.6641,0.4678,-0.2721
-5.4688,0.49005,-0.24406
-5.2734,0.52698,-0.24317
-5.0781,0.53977,-0.27538
-4.8828,0.54249,-0.261
-4.6875,0.5951,-0.26484
-4.4922,0.61345,-0.30933
-4.2969,0.61503,-0.33451
-4.1016,0.61615,-0.32955
-3.9063,0.65695,-0.3337
-3.7109,0.67269,-0.37241
-3.5156,0.67445,-0.39666
-3.3203,0.67296,-0.41546
-3.125,0.69519,-0.43124
-2.9297,0.69941,-0.48253
-2.7344,0.6769,-0.5127
-2.5391,0.65554,-0.53965
-2.3438,0.63212,-0.54365
-2.1484,0.6264,-0.54915
-1.9531,0.60885,-0.54646
-1.7578,0.6057,-0.5286
-1.5625,0.59771,-0.52726
-1.3672,0.60044,-0.50652
-1.1719,0.64137,-0.5247
-0.97656,0.62466,-0.58118
-0.78125,0.59831,-0.56305
-0.58594,0.6089,-0.55754
-0.39063,0.61094,-0.55264
-0.19531,0.64293,-0.56288
0,0.63809,-0.60659
