-50,-0.1673,0.6709,-0.052708,0.024225,0.024225,-0.023452
-49.805,-0.16077,0.69947,0.089292,0.092368,0.092368,0.068896
-49.609,-0.14379,0.70988,0.085889,0.067248,0.067248,0.099069
-49.414,-0.12296,0.70996,0.11805,0.13212,0.13212,0.069205
-49.219,-0.10587,0.70132,0.053785,0.081042,0.081042,0.15546
-49.023,-0.095092,0.69044,0.067871,0.059098,0.059098,0.205
-48.828,-0.084019,0.66771,0.028801,0.05995,0.05995,0.073879
-48.633,-0.081859,0.65253,0.015773,0.031276,0.031276,0.12599
-48.438,-0.071961,0.64388,0.083555,0.0036157,0.0036157,0.11394
-48.242,-0.05443,0.62169,0.080685,0.063628,0.063628,0.077878
-48.047,-0.045238,0.58781,0.0012468,0.01792,0.01792,0.089064
-47.852,-0.057252,0.55052,-0.11718,-0.0094974,-0.0094974,0.043252
-47.656,-0.079505,0.54029,-0.074972,0.069146,0.069146,0.026958
-47.461,-0.082611,0.54583,0.025159,0.0279,0.0279,0.12203
-47.266,-0.078389,0.53619,0.0036361,0.067756,0.067756,0.12954
-47.07,-0.083474,0.51548,-0.051694,0.021399,0.021399,0.016495
-46.875,-0.092803,0.50852,-0.031529,-0.010189,-0.010189,0.078388
-46.68,-0.1008,0.4936,-0.079911,0.070755,0.070755,0.002198
-46.484,-0.12691,0.48913,-0.16085,0.070118,0.070118,-0.047176
-46.289,-0.1472,0.5262,-0.0049211,-0.025,-0.025,0.03752
-46.094,-0.12088,0.56897,0.24752,0.081428,0.081428,0.09164
-45.898,-0.082651,0.55067,0.059768,0.034869,0.034869,-0.0025838
-45.703,-0.091661,0.53674,-0.046445,0.0879,0.0879,-0.047997
-45.508,-0.077855,0.55233,0.13733,0.11208,0.11208,-0.030926
-45.313,-0.067224,0.54312,-0.030815,0.075407,0.075407,-0.043309
-45.117,-0.064323,0.55782,0.10735,0.086023,0.086023,-0.077686
-44.922,-0.03729,0.56619,0.10536,-0.0087176,-0.0087176,-0.026834
-44.727,-0.030531,0.56435,-0.0011734,0.036926,0.036926,-0.013268
-44.531,-0.017804,0.59357,0.16535,0.0060273,0.0060273,0.081054
-44.336,0.028589,0.6058,0.25852,-0.0078131,-0.0078131,0.064508
-44.141,0.071081,0.58722,0.18723,0.043053,0.043053,0.0013285
-43.945,0.10486,0.55692,0.12958,0.050026,0.050026,-0.021257
-43.75,0.11114,0.52269,-0.038269,0.041019,0.041019,-0.036588
-43.555,0.11472,0.52568,0.11165,0.034178,0.034178,0.031973
-43.359,0.14812,0.52688,0.20143,0.030378,0.030378,0.10322
-43.164,0.18942,0.5006,0.20487,0.10882,0.10882,0.097209
-42.969,0.21574,0.44927,0.054388,0.1169,0.1169,0.08127
-42.773,0.22287,0.40417,0.050969,0.075606,0.075606,0.073261
-42.578,0.23174,0.35627,0.01249,0.034151,0.034151,0.076013
-42.383,0.22684,0.29831,-0.055264,0.010983,0.010983,0.0010473
-42.188,0.20368,0.24058,-0.20461,0.15364,0.15364,-0.021493
-41.992,0.15422,0.20922,-0.24716,0.094694,0.094694,-0.040569
-41.797,0.12171,0.21513,-0.086956,0.082615,0.082615,-0.067138
-41.602,0.11086,0.22249,-0.047847,0.032224,0.032224,0.0013672
-41.406,0.10421,0.23081,0.011058,0.0864,0.0864,-0.011093
-41.211,0.12178,0.2347,0.13509,0.081083,0.081083,-0.011715
-41.016,0.1334,0.2044,-0.038515,0.022093,0.022093,-0.076359
-40.82,0.12438,0.1901,-0.0014353,0.074315,0.074315,-0.057662
-40.625,0.12792,0.17809,-0.0045347,0.064364,0.064364,-0.045227
-40.43,0.12709,0.16694,0.044196,0.071479,0.071479,-0.040318
-40.234,0.14277,0.14768,0.052989,0.012569,0.012569,-0.029634
-40.039,0.13827,0.11362,-0.052088,0.05565,0.05565,-0.071203
