0,NaN
2.5484e-006,0
1.0194e-005,0
2.2936e-005,0
4.0775e-005,0
6.371e-005,0
9.1743e-005,0
0.00012487,0
0.0001631,0
0.00020642,0
0.00025484,0
0.00030836,0
0.00036697,0
0.00043068,0
0.00049949,0
0.00057339,0
0.0006524,0
0.00073649,0
0.00082569,0
0.00091998,0
0.0010194,0
0.0011239,0
0.0012334,0
0.0013481,0
0.0014679,0
0.0015928,0
0.0017227,0
0.0018578,0
0.001998,0
0.0021432,3.1186e-288
0.0022936,3.896e-251
0.002449,9.5104e-220
0.0026096,4.7621e-193
0.0027752,3.1895e-170
0.002946,1.2881e-150
0.0031218,1.0599e-133
0.0033028,4.7843e-119
0.0034888,2.6653e-106
0.0036799,3.571e-095
0.0038761,1.9985e-085
0.0040775,7.3929e-077
0.0042839,2.6527e-069
0.0044954,1.2737e-062
0.004712,1.0734e-056
0.0049337,1.9973e-051
0.0051606,9.9733e-047
0.0053925,1.5781e-042
0.0056295,9.1229e-039
0.0058716,2.1772e-035
0.0061188,2.3831e-032
0.006371,1.3103e-029
0.0066284,3.9155e-027
0.0068909,6.8104e-025
0.0071585,7.3191e-023
0.0074312,5.1202e-021
0.007709,2.4408e-019
0.0079918,8.253e-018
0.0082798,2.0506e-016
0.0085729,3.8626e-015
0.008871,5.67e-014
0.0091743,6.6467e-013
0.0094827,6.3585e-012
0.0097961,5.0609e-011
0.010115,3.4094e-010
0.010438,1.9742e-009
0.010767,9.9616e-009
0.011101,4.4345e-008
0.01144,1.7609e-007
0.011784,6.2994e-007
0.012133,2.0486e-006
0.012487,6.1051e-006
0.012847,1.6795e-005
0.013211,4.2932e-005
0.013581,0.00010259
0.013955,0.00023039
0.014335,0.00048871
0.01472,0.00098348
0.01511,0.0018854
0.015505,0.0034558
0.015905,0.0060773
0.01631,0.010285
0.01672,0.016799
0.017136,0.02655
0.017556,0.040699
0.017982,0.060644
0.018412,0.088013
0.018848,0.12464
0.019289,0.17253
0.019735,0.23381
0.020186,0.31063
0.020642,0.40514
0.021103,0.51938
0.02157,0.6552
0.022041,0.81419
0.022518,0.99762
0.022999,1.2064
0.023486,1.441
0.023978,1.7014
0.024475,1.9873
0.024977,2.2979
0.025484,2.6318
0.025996,2.9876
0.026514,3.3633
0.027036,3.7568
0.027564,4.1658
0.028096,4.588
0.028634,5.0212
0.029177,5.4632
0.029725,5.9122
0.030278,6.3669
0.030836,6.8265
0.031399,7.2907
0.031967,7.7604
0.032541,8.2373
0.033119,8.7242
0.033703,9.2251
0.034292,9.7455
0.034885,10.292
0.035484,10.874
0.036088,11.5
0.036697,12.182
0.037311,12.932
0.037931,13.766
0.038555,14.697
0.039185,15.741
0.039819,16.913
0.040459,18.226
0.041103,19.692
0.041753,21.314
0.042408,23.092
0.043068,25.011
0.043733,27.046
0.044404,29.156
0.045079,31.281
0.045759,33.345
0.046445,35.26
0.047136,36.927
0.047831,38.251
0.048532,39.147
0.049238,39.551
0.049949,39.435
0.050665,38.924
0.051386,38.101
0.052113,36.995
0.052844,35.649
0.053581,34.107
0.054322,32.422
0.055069,30.643
0.055821,28.818
0.056577,26.989
0.057339,25.193
0.058107,23.46
0.058879,21.81
0.059656,20.261
0.060438,18.82
0.061226,17.493
0.062018,16.279
0.062816,15.175
0.063619,14.178
0.064427,13.279
0.06524,12.471
0.066058,11.747
0.066881,11.099
0.067709,10.519
0.068542,9.9986
0.069381,9.5322
0.070224,9.1131
0.071073,8.7355
0.071927,8.394
0.072785,8.0841
0.073649,7.8015
0.074518,7.5426
0.075392,7.3041
0.076272,7.0831
0.077156,6.8773
0.078045,6.6846
0.07894,6.503
0.079839,6.3312
0.080744,6.1676
0.081654,6.0114
0.082569,5.8616
0.083489,5.7173
0.084414,5.5781
0.085344,5.4433
0.086279,5.3125
0.08722,5.1855
0.088165,5.0619
0.089116,4.9416
0.090071,4.8242
0.091032,4.7098
0.091998,4.5981
0.092969,4.4891
0.093945,4.3826
0.094926,4.2787
0.095912,4.1771
0.096904,4.078
0.0979,3.9812
0.098902,3.8867
0.099908,3.7944
0.10092,3.7043
0.10194,3.6163
0.10296,3.5304
0.10399,3.4466
0.10502,3.3648
0.10606,3.2849
0.1071,3.207
0.10814,3.131
0.1092,3.0569
0.11025,2.9845
0.11132,2.914
0.11239,2.8451
0.11346,2.778
0.11454,2.7125
0.11562,2.6486
0.11671,2.5864
0.1178,2.5256
0.1189,2.4664
0.12,2.4086
0.12111,2.3523
0.12222,2.2974
0.12334,2.2438
0.12447,2.1916
0.1256,2.1407
0.12673,2.091
0.12787,2.0426
0.12901,1.9954
0.13016,1.9494
0.13132,1.9046
0.13248,1.8608
0.13364,1.8182
0.13481,1.7766
0.13599,1.736
0.13717,1.6964
0.13835,1.6579
0.13954,1.6203
0.14074,1.5836
0.14194,1.5478
0.14314,1.513
0.14435,1.479
0.14557,1.4458
0.14679,1.4134
0.14801,1.3819
0.14925,1.3511
0.15048,1.3211
0.15172,1.2918
0.15297,1.2633
0.15422,1.2354
0.15548,1.2082
0.15674,1.1817
0.158,1.1559
0.15928,1.1306
0.16055,1.106
0.16183,1.082
0.16312,1.0586
0.16441,1.0357
0.16571,1.0134
0.16701,0.99158
0.16832,0.97033
0.16963,0.94958
0.17095,0.92933
0.17227,0.90956
0.1736,0.89027
0.17493,0.87144
0.17627,0.85305
0.17761,0.8351
0.17896,0.81757
0.18032,0.80046
0.18167,0.78376
0.18304,0.76744
0.18441,0.75151
0.18578,0.73595
0.18716,0.72076
0.18854,0.70592
0.18993,0.69142
0.19133,0.67726
0.19272,0.66343
0.19413,0.64992
0.19554,0.63672
0.19695,0.62383
0.19837,0.61123
0.1998,0.59892
0.20123,0.58689
0.20266,0.57513
0.2041,0.56364
0.20555,0.55242
0.207,0.54144
0.20845,0.53072
0.20991,0.52023
0.21138,0.50998
0.21285,0.49996
0.21432,0.49017
0.2158,0.48059
0.21729,0.47123
0.21878,0.46207
0.22028,0.45312
0.22178,0.44437
0.22328,0.4358
0.22479,0.42743
0.22631,0.41924
0.22783,0.41123
0.22936,0.40339
0.23089,0.39572
0.23243,0.38822
0.23397,0.38089
0.23551,0.37371
0.23707,0.36668
0.23862,0.35981
0.24019,0.35308
0.24175,0.3465
0.24333,0.34006
0.2449,0.33376
0.24649,0.32759
0.24807,0.32155
0.24967,0.31563
0.25126,0.30985
