-0.1,0.1,0.00073437
-0.1,0.09,0.00025542
-0.1,0.08,6.875e-005
-0.1,0.07,1.3454e-005
-0.1,0.06,1.7618e-006
-0.1,0.05,1.3683e-007
-0.1,0.04,5.1943e-009
-0.1,0.03,6.8148e-011
-0.1,0.02,1.4512e-013
-0.1,0.01,4.4844e-018
-0.1,0,2.079e-235
-0.1,-0.01,4.4844e-018
-0.1,-0.02,1.4512e-013
-0.1,-0.03,6.8148e-011
-0.1,-0.04,5.1943e-009
-0.1,-0.05,1.3683e-007
-0.1,-0.06,1.7618e-006
-0.1,-0.07,1.3454e-005
-0.1,-0.08,6.875e-005
-0.1,-0.09,0.00025542
-0.1,-0.1,0.00073437

-0.09,0.1,0.00091726
-0.09,0.09,0.00030699
-0.09,0.08,7.7807e-005
-0.09,0.07,1.3942e-005
-0.09,0.06,1.6008e-006
-0.09,0.05,1.0095e-007
-0.09,0.04,2.7264e-009
-0.09,0.03,2.0668e-011
-0.09,0.02,1.8432e-014
-0.09,0.01,1.2563e-019
-0.09,0,2.4716e-268
-0.09,-0.01,1.2563e-019
-0.09,-0.02,1.8432e-014
-0.09,-0.03,2.0668e-011
-0.09,-0.04,2.7264e-009
-0.09,-0.05,1.0095e-007
-0.09,-0.06,1.6008e-006
-0.09,-0.07,1.3942e-005
-0.09,-0.08,7.7807e-005
-0.09,-0.09,0.00030699
-0.09,-0.1,0.00091726

-0.08,0.1,0.0012213
-0.08,0.09,0.00040174
-0.08,0.08,9.9031e-005
-0.08,0.07,1.6916e-005
-0.08,0.06,1.75e-006
-0.08,0.05,8.7305e-008
-0.08,0.04,1.4875e-009
-0.08,0.03,5.1595e-012
-0.08,0.02,1.3552e-015
-0.08,0.01,1.2048e-021
-0.08,0,7.9407e-311
-0.08,-0.01,1.2048e-021
-0.08,-0.02,1.3552e-015
-0.08,-0.03,5.1595e-012
-0.08,-0.04,1.4875e-009
-0.08,-0.05,8.7305e-008
-0.08,-0.06,1.75e-006
-0.08,-0.07,1.6916e-005
-0.08,-0.08,9.9031e-005
-0.08,-0.09,0.00040174
-0.08,-0.1,0.0012213

-0.07,0.1,0.0017606
-0.07,0.09,0.00059022
-0.07,0.08,0.00014886
-0.07,0.07,2.5332e-005
-0.07,0.06,2.3291e-006
-0.07,0.05,8.1001e-008
-0.07,0.04,6.7411e-010
-0.07,0.03,1.534e-007
-0.07,0.02,1.7275e-008
-0.07,0.01,6.1593e-011
-0.07,0,1.6492e-165
-0.07,-0.01,6.1593e-011
-0.07,-0.02,1.7275e-008
-0.07,-0.03,1.534e-007
-0.07,-0.04,6.7411e-010
-0.07,-0.05,8.1001e-008
-0.07,-0.06,2.3291e-006
-0.07,-0.07,2.5332e-005
-0.07,-0.08,0.00014886
-0.07,-0.09,0.00059022
-0.07,-0.1,0.0017606

-0.06,0.1,0.0027921
-0.06,0.09,0.0010019
-0.06,0.08,0.00027285
-0.06,0.07,4.6737e-005
-0.06,0.06,3.4774e-006
-0.06,0.05,5.1987e-005
-0.06,0.04,9.8095e-005
-0.06,0.03,7.6639e-005
-0.06,0.02,2.053e-005
-0.06,0.01,5.4923e-007
-0.06,0,1.5479e-112
-0.06,-0.01,5.4923e-007
-0.06,-0.02,2.053e-005
-0.06,-0.03,7.6639e-005
-0.06,-0.04,9.8095e-005
-0.06,-0.05,5.1987e-005
-0.06,-0.06,3.4774e-006
-0.06,-0.07,4.6737e-005
-0.06,-0.08,0.00027285
-0.06,-0.09,0.0010019
-0.06,-0.1,0.0027921

-0.05,0.1,0.0049204
-0.05,0.09,0.0019902
-0.05,0.08,0.00060551
-0.05,0.07,0.00010049
-0.05,0.06,0.001016
-0.05,0.05,0.0032331
-0.05,0.04,0.0054044
-0.05,0.03,0.0059523
-0.05,0.02,0.0033962
-0.05,0.01,0.00042214
-0.05,0,2.5868e-071
-0.05,-0.01,0.00042214
-0.05,-0.02,0.0033962
-0.05,-0.03,0.0059523
-0.05,-0.04,0.0054044
-0.05,-0.05,0.0032331
-0.05,-0.06,0.001016
-0.05,-0.07,0.00010049
-0.05,-0.08,0.00060551
-0.05,-0.09,0.0019902
-0.05,-0.1,0.0049204

-0.04,0.1,0.0096054
-0.04,0.09,0.0045618
-0.04,0.08,0.001563
-0.04,0.07,0.00024176
